PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2020,48.25,-106.75,1.46,2.55,4.14,5.19,6.26,6.31,7.04,6.35,4.17,2.61,1.59,1.19,4.08
ALLSKY_SFC_SW_DWN,2020,48.25,-107.25,1.46,2.55,4.14,5.19,6.26,6.31,7.04,6.35,4.17,2.61,1.59,1.19,4.08
ALLSKY_SFC_SW_DWN,2020,48.25,-107.75,1.46,2.55,4.14,5.19,6.26,6.31,7.04,6.35,4.17,2.61,1.59,1.19,4.08
ALLSKY_SFC_SW_DWN,2020,48.25,-108.25,1.6,2.64,4.08,5.18,6.12,6.35,7.09,6.1,4.1,2.53,1.67,1.21,4.06
ALLSKY_SFC_SW_DWN,2020,48.25,-108.75,1.6,2.64,4.08,5.18,6.12,6.35,7.09,6.1,4.1,2.53,1.67,1.21,4.06
ALLSKY_SFC_SW_DWN,2020,48.25,-109.25,1.6,2.64,4.08,5.18,6.12,6.35,7.09,6.1,4.1,2.53,1.67,1.21,4.06
ALLSKY_SFC_SW_DWN,2020,48.25,-109.75,1.6,2.64,4.08,5.18,6.12,6.35,7.09,6.1,4.1,2.53,1.67,1.21,4.06
ALLSKY_SFC_SW_DWN,2020,48.25,-110.25,1.38,2.55,3.76,5.09,5.88,6.48,7.21,6.08,4.12,2.43,1.52,1.12,3.97
ALLSKY_SFC_SW_DWN,2020,48.25,-110.75,1.38,2.55,3.76,5.09,5.88,6.48,7.21,6.08,4.12,2.43,1.52,1.12,3.97
ALLSKY_SFC_SW_DWN,2020,48.25,-111.25,1.38,2.55,3.76,5.09,5.88,6.48,7.21,6.08,4.12,2.43,1.52,1.12,3.97
ALLSKY_SFC_SW_DWN,2020,48.25,-111.75,1.38,2.55,3.76,5.09,5.88,6.48,7.21,6.08,4.12,2.43,1.52,1.12,3.97
ALLSKY_SFC_SW_DWN,2020,48.75,-104.25,1.5,2.79,3.9,5.17,6.34,6.4,6.96,6.41,4.12,2.7,1.64,1.16,4.1
ALLSKY_SFC_SW_DWN,2020,48.75,-104.75,1.5,2.79,3.9,5.17,6.34,6.4,6.96,6.41,4.12,2.7,1.64,1.16,4.1
ALLSKY_SFC_SW_DWN,2020,48.75,-105.25,1.5,2.79,3.9,5.17,6.34,6.4,6.96,6.41,4.12,2.7,1.64,1.16,4.1
ALLSKY_SFC_SW_DWN,2020,48.75,-105.75,1.5,2.79,3.9,5.17,6.34,6.4,6.96,6.41,4.12,2.7,1.64,1.16,4.1
ALLSKY_SFC_SW_DWN,2020,48.75,-106.25,1.46,2.55,4.14,5.19,6.26,6.31,7.04,6.35,4.17,2.61,1.59,1.19,4.08
ALLSKY_SFC_SW_DWN,2020,48.75,-106.75,1.46,2.55,4.14,5.19,6.26,6.31,7.04,6.35,4.17,2.61,1.59,1.19,4.08
ALLSKY_SFC_SW_DWN,2020,48.75,-107.25,1.46,2.55,4.14,5.19,6.26,6.31,7.04,6.35,4.17,2.61,1.59,1.19,4.08
ALLSKY_SFC_SW_DWN,2020,48.75,-107.75,1.46,2.55,4.14,5.19,6.26,6.31,7.04,6.35,4.17,2.61,1.59,1.19,4.08
ALLSKY_SFC_SW_DWN,2020,48.75,-108.25,1.6,2.64,4.08,5.18,6.12,6.35,7.09,6.1,4.1,2.53,1.67,1.21,4.06
ALLSKY_SFC_SW_DWN,2020,48.75,-108.75,1.6,2.64,4.08,5.18,6.12,6.35,7.09,6.1,4.1,2.53,1.67,1.21,4.06
ALLSKY_SFC_SW_DWN,2020,48.75,-109.25,1.6,2.64,4.08,5.18,6.12,6.35,7.09,6.1,4.1,2.53,1.67,1.21,4.06
ALLSKY_SFC_SW_DWN,2020,48.75,-109.75,1.6,2.64,4.08,5.18,6.12,6.35,7.09,6.1,4.1,2.53,1.67,1.21,4.06
ALLSKY_SFC_SW_DWN,2020,48.75,-110.25,1.38,2.55,3.76,5.09,5.88,6.48,7.21,6.08,4.12,2.43,1.52,1.12,3.97
ALLSKY_SFC_SW_DWN,2020,48.75,-110.75,1.38,2.55,3.76,5.09,5.88,6.48,7.21,6.08,4.12,2.43,1.52,1.12,3.97
ALLSKY_SFC_SW_DWN,2020,48.75,-111.25,1.38,2.55,3.76,5.09,5.88,6.48,7.21,6.08,4.12,2.43,1.52,1.12,3.97
ALLSKY_SFC_SW_DWN,2020,48.75,-111.75,1.38,2.55,3.76,5.09,5.88,6.48,7.21,6.08,4.12,2.43,1.52,1.12,3.97
CLRSKY_SFC_SW_DWN,2020,45.25,-104.25,2.39,3.69,5.32,7.13,8.21,8.63,8.29,6.91,5.31,3.99,2.67,2.03,5.38
CLRSKY_SFC_SW_DWN,2020,45.25,-104.75,2.39,3.69,5.32,7.13,8.21,8.63,8.29,6.91,5.31,3.99,2.67,2.03,5.38
CLRSKY_SFC_SW_DWN,2020,45.25,-105.25,2.39,3.69,5.32,7.13,8.21,8.63,8.29,6.91,5.31,3.99,2.67,2.03,5.38
CLRSKY_SFC_SW_DWN,2020,45.25,-105.75,2.39,3.69,5.32,7.13,8.21,8.63,8.29,6.91,5.31,3.99,2.67,2.03,5.38
CLRSKY_SFC_SW_DWN,2020,45.25,-106.25,2.39,3.72,5.34,7.15,8.24,8.69,8.34,6.9,5.38,4.01,2.67,2.04,5.41
CLRSKY_SFC_SW_DWN,2020,45.25,-106.75,2.39,3.72,5.34,7.15,8.24,8.69,8.34,6.9,5.38,4.01,2.67,2.04,5.41
CLRSKY_SFC_SW_DWN,2020,45.25,-107.25,2.39,3.72,5.34,7.15,8.24,8.69,8.34,6.9,5.38,4.01,2.67,2.04,5.41
CLRSKY_SFC_SW_DWN,2020,45.25,-107.75,2.39,3.72,5.34,7.15,8.24,8.69,8.34,6.9,5.38,4.01,2.67,2.04,5.41
CLRSKY_SFC_SW_DWN,2020,45.25,-108.25,2.43,3.77,5.41,7.19,8.33,8.76,8.39,6.98,5.47,4.04,2.7,2.07,5.46
CLRSKY_SFC_SW_DWN,2020,45.25,-108.75,2.43,3.77,5.41,7.19,8.33,8.76,8.39,6.98,5.47,4.04,2.7,2.07,5.46
CLRSKY_SFC_SW_DWN,2020,45.25,-109.25,2.43,3.77,5.41,7.19,8.33,8.76,8.39,6.98,5.47,4.04,2.7,2.07,5.46
CLRSKY_SFC_SW_DWN,2020,45.25,-109.75,2.43,3.77,5.41,7.19,8.33,8.76,8.39,6.98,5.47,4.04,2.7,2.07,5.46
CLRSKY_SFC_SW_DWN,2020,45.25,-110.25,2.46,3.82,5.49,7.33,8.49,8.91,8.55,7.14,5.57,4.09,2.72,2.09,5.56
CLRSKY_SFC_SW_DWN,2020,45.25,-110.75,2.46,3.82,5.49,7.33,8.49,8.91,8.55,7.14,5.57,4.09,2.72,2.09,5.56
CLRSKY_SFC_SW_DWN,2020,45.25,-111.25,2.46,3.82,5.49,7.33,8.49,8.91,8.55,7.14,5.57,4.09,2.72,2.09,5.56
CLRSKY_SFC_SW_DWN,2020,45.25,-111.75,2.46,3.82,5.49,7.33,8.49,8.91,8.55,7.14,5.57,4.09,2.72,2.09,5.56
CLRSKY_SFC_SW_DWN,2020,45.75,-104.25,2.39,3.69,5.32,7.13,8.21,8.63,8.29,6.91,5.31,3.99,2.67,2.03,5.38
CLRSKY_SFC_SW_DWN,2020,45.75,-104.75,2.39,3.69,5.32,7.13,8.21,8.63,8.29,6.91,5.31,3.99,2.67,2.03,5.38
CLRSKY_SFC_SW_DWN,2020,45.75,-105.25,2.39,3.69,5.32,7.13,8.21,8.63,8.29,6.91,5.31,3.99,2.67,2.03,5.38
CLRSKY_SFC_SW_DWN,2020,45.75,-105.75,2.39,3.69,5.32,7.13,8.21,8.63,8.29,6.91,5.31,3.99,2.67,2.03,5.38
CLRSKY_SFC_SW_DWN,2020,45.75,-106.25,2.39,3.72,5.34,7.15,8.24,8.69,8.34,6.9,5.38,4.01,2.67,2.04,5.41
CLRSKY_SFC_SW_DWN,2020,45.75,-106.75,2.39,3.72,5.34,7.15,8.24,8.69,8.34,6.9,5.38,4.01,2.67,2.04,5.41
CLRSKY_SFC_SW_DWN,2020,45.75,-107.25,2.39,3.72,5.34,7.15,8.24,8.69,8.34,6.9,5.38,4.01,2.67,2.04,5.41
CLRSKY_SFC_SW_DWN,2020,45.75,-107.75,2.39,3.72,5.34,7.15,8.24,8.69,8.34,6.9,5.38,4.01,2.67,2.04,5.41
CLRSKY_SFC_SW_DWN,2020,45.75,-108.25,2.43,3.77,5.41,7.19,8.33,8.76,8.39,6.98,5.47,4.04,2.7,2.07,5.46
CLRSKY_SFC_SW_DWN,2020,45.75,-108.75,2.43,3.77,5.41,7.19,8.33,8.76,8.39,6.98,5.47,4.04,2.7,2.07,5.46
CLRSKY_SFC_SW_DWN,2020,45.75,-109.25,2.43,3.77,5.41,7.19,8.33,8.76,8.39,6.98,5.47,4.04,2.7,2.07,5.46
CLRSKY_SFC_SW_DWN,2020,45.75,-109.75,2.43,3.77,5.41,7.19,8.33,8.76,8.39,6.98,5.47,4.04,2.7,2.07,5.46
CLRSKY_SFC_SW_DWN,2020,45.75,-110.25,2.46,3.82,5.49,7.33,8.49,8.91,8.55,7.14,5.57,4.09,2.72,2.09,5.56
CLRSKY_SFC_SW_DWN,2020,45.75,-110.75,2.46,3.82,5.49,7.33,8.49,8.91,8.55,7.14,5.57,4.09,2.72,2.09,5.56
CLRSKY_SFC_SW_DWN,2020,45.75,-111.25,2.46,3.82,5.49,7.33,8.49,8.91,8.55,7.14,5.57,4.09,2.72,2.09,5.56
CLRSKY_SFC_SW_DWN,2020,45.75,-111.75,2.46,3.82,5.49,7.33,8.49,8.91,8.55,7.14,5.57,4.09,2.72,2.09,5.56
CLRSKY_SFC_SW_DWN,2020,46.25,-104.25,2.24,3.57,5.22,7.06,8.14,8.56,8.26,6.91,5.16,3.88,2.5,1.89,5.29
CLRSKY_SFC_SW_DWN,2020,46.25,-104.75,2.24,3.57,5.22,7.06,8.14,8.56,8.26,6.91,5.16,3.88,2.5,1.89,5.29
CLRSKY_SFC_SW_DWN,2020,46.25,-105.25,2.24,3.57,5.22,7.06,8.14,8.56,8.26,6.91,5.16,3.88,2.5,1.89,5.29
CLRSKY_SFC_SW_DWN,2020,46.25,-105.75,2.24,3.57,5.22,7.06,8.14,8.56,8.26,6.91,5.16,3.88,2.5,1.89,5.29
CLRSKY_SFC_SW_DWN,2020,46.25,-106.25,2.23,3.54,5.22,7.02,8.12,8.57,8.26,6.87,5.14,3.84,2.5,1.89,5.27
CLRSKY_SFC_SW_DWN,2020,46.25,-106.75,2.23,3.54,5.22,7.02,8.12,8.57,8.26,6.87,5.14,3.84,2.5,1.89,5.27
CLRSKY_SFC_SW_DWN,2020,46.25,-107.25,2.23,3.54,5.22,7.02,8.12,8.57,8.26,6.87,5.14,3.84,2.5,1.89,5.27
CLRSKY_SFC_SW_DWN,2020,46.25,-107.75,2.23,3.54,5.22,7.02,8.12,8.57,8.26,6.87,5.14,3.84,2.5,1.89,5.27
CLRSKY_SFC_SW_DWN,2020,46.25,-108.25,2.26,3.59,5.32,7.09,8.19,8.66,8.32,6.93,5.18,3.87,2.52,1.92,5.33
CLRSKY_SFC_SW_DWN,2020,46.25,-108.75,2.26,3.59,5.32,7.09,8.19,8.66,8.32,6.93,5.18,3.87,2.52,1.92,5.33
CLRSKY_SFC_SW_DWN,2020,46.25,-109.25,2.26,3.59,5.32,7.09,8.19,8.66,8.32,6.93,5.18,3.87,2.52,1.92,5.33
CLRSKY_SFC_SW_DWN,2020,46.25,-109.75,2.26,3.59,5.32,7.09,8.19,8.66,8.32,6.93,5.18,3.87,2.52,1.92,5.33
CLRSKY_SFC_SW_DWN,2020,46.25,-110.25,2.31,3.64,5.38,7.18,8.33,8.8,8.46,7.04,5.23,3.91,2.54,1.93,5.4
CLRSKY_SFC_SW_DWN,2020,46.25,-110.75,2.31,3.64,5.38,7.18,8.33,8.8,8.46,7.04,5.23,3.91,2.54,1.93,5.4
CLRSKY_SFC_SW_DWN,2020,46.25,-111.25,2.31,3.64,5.38,7.18,8.33,8.8,8.46,7.04,5.23,3.91,2.54,1.93,5.4
CLRSKY_SFC_SW_DWN,2020,46.25,-111.75,2.31,3.64,5.38,7.18,8.33,8.8,8.46,7.04,5.23,3.91,2.54,1.93,5.4
CLRSKY_SFC_SW_DWN,2020,46.75,-104.25,2.24,3.57,5.22,7.06,8.14,8.56,8.26,6.91,5.16,3.88,2.5,1.89,5.29
CLRSKY_SFC_SW_DWN,2020,46.75,-104.75,2.24,3.57,5.22,7.06,8.14,8.56,8.26,6.91,5.16,3.88,2.5,1.89,5.29
CLRSKY_SFC_SW_DWN,2020,46.75,-105.25,2.24,3.57,5.22,7.06,8.14,8.56,8.26,6.91,5.16,3.88,2.5,1.89,5.29
CLRSKY_SFC_SW_DWN,2020,46.75,-105.75,2.24,3.57,5.22,7.06,8.14,8.56,8.26,6.91,5.16,3.88,2.5,1.89,5.29
CLRSKY_SFC_SW_DWN,2020,46.75,-106.25,2.23,3.54,5.22,7.02,8.12,8.57,8.26,6.87,5.14,3.84,2.5,1.89,5.27
CLRSKY_SFC_SW_DWN,2020,46.75,-106.75,2.23,3.54,5.22,7.02,8.12,8.57,8.26,6.87,5.14,3.84,2.5,1.89,5.27
CLRSKY_SFC_SW_DWN,2020,46.75,-107.25,2.23,3.54,5.22,7.02,8.12,8.57,8.26,6.87,5.14,3.84,2.5,1.89,5.27
CLRSKY_SFC_SW_DWN,2020,46.75,-107.75,2.23,3.54,5.22,7.02,8.12,8.57,8.26,6.87,5.14,3.84,2.5,1.89,5.27
CLRSKY_SFC_SW_DWN,2020,46.75,-108.25,2.26,3.59,5.32,7.09,8.19,8.66,8.32,6.93,5.18,3.87,2.52,1.92,5.33
CLRSKY_SFC_SW_DWN,2020,46.75,-108.75,2.26,3.59,5.32,7.09,8.19,8.66,8.32,6.93,5.18,3.87,2.52,1.92,5.33
CLRSKY_SFC_SW_DWN,2020,46.75,-109.25,2.26,3.59,5.32,7.09,8.19,8.66,8.32,6.93,5.18,3.87,2.52,1.92,5.33
CLRSKY_SFC_SW_DWN,2020,46.75,-109.75,2.26,3.59,5.32,7.09,8.19,8.66,8.32,6.93,5.18,3.87,2.52,1.92,5.33
CLRSKY_SFC_SW_DWN,2020,46.75,-110.25,2.31,3.64,5.38,7.18,8.33,8.8,8.46,7.04,5.23,3.91,2.54,1.93,5.4
CLRSKY_SFC_SW_DWN,2020,46.75,-110.75,2.31,3.64,5.38,7.18,8.33,8.8,8.46,7.04,5.23,3.91,2.54,1.93,5.4
CLRSKY_SFC_SW_DWN,2020,46.75,-111.25,2.31,3.64,5.38,7.18,8.33,8.8,8.46,7.04,5.23,3.91,2.54,1.93,5.4
CLRSKY_SFC_SW_DWN,2020,46.75,-111.75,2.31,3.64,5.38,7.18,8.33,8.8,8.46,7.04,5.23,3.91,2.54,1.93,5.4
CLRSKY_SFC_SW_DWN,2020,47.25,-104.25,2.1,3.44,5.13,6.93,8.07,8.5,8.19,6.83,5.03,3.73,2.36,1.76,5.17
CLRSKY_SFC_SW_DWN,2020,47.25,-104.75,2.1,3.44,5.13,6.93,8.07,8.5,8.19,6.83,5.03,3.73,2.36,1.76,5.17
CLRSKY_SFC_SW_DWN,2020,47.25,-105.25,2.1,3.44,5.13,6.93,8.07,8.5,8.19,6.83,5.03,3.73,2.36,1.76,5.17
CLRSKY_SFC_SW_DWN,2020,47.25,-105.75,2.1,3.44,5.13,6.93,8.07,8.5,8.19,6.83,5.03,3.73,2.36,1.76,5.17
CLRSKY_SFC_SW_DWN,2020,47.25,-106.25,2.1,3.41,5.15,6.94,8.07,8.52,8.2,6.8,5.01,3.7,2.35,1.75,5.17
CLRSKY_SFC_SW_DWN,2020,47.25,-106.75,2.1,3.41,5.15,6.94,8.07,8.52,8.2,6.8,5.01,3.7,2.35,1.75,5.17
CLRSKY_SFC_SW_DWN,2020,47.25,-107.25,2.1,3.41,5.15,6.94,8.07,8.52,8.2,6.8,5.01,3.7,2.35,1.75,5.17
CLRSKY_SFC_SW_DWN,2020,47.25,-107.75,2.1,3.41,5.15,6.94,8.07,8.52,8.2,6.8,5.01,3.7,2.35,1.75,5.17
CLRSKY_SFC_SW_DWN,2020,47.25,-108.25,2.13,3.43,5.19,6.99,8.11,8.58,8.25,6.84,5.02,3.71,2.37,1.77,5.2
CLRSKY_SFC_SW_DWN,2020,47.25,-108.75,2.13,3.43,5.19,6.99,8.11,8.58,8.25,6.84,5.02,3.71,2.37,1.77,5.2
CLRSKY_SFC_SW_DWN,2020,47.25,-109.25,2.13,3.43,5.19,6.99,8.11,8.58,8.25,6.84,5.02,3.71,2.37,1.77,5.2
CLRSKY_SFC_SW_DWN,2020,47.25,-109.75,2.13,3.43,5.19,6.99,8.11,8.58,8.25,6.84,5.02,3.71,2.37,1.77,5.2
CLRSKY_SFC_SW_DWN,2020,47.25,-110.25,2.12,3.41,5.22,7.03,8.2,8.67,8.35,6.92,5.06,3.73,2.37,1.77,5.24
CLRSKY_SFC_SW_DWN,2020,47.25,-110.75,2.12,3.41,5.22,7.03,8.2,8.67,8.35,6.92,5.06,3.73,2.37,1.77,5.24
CLRSKY_SFC_SW_DWN,2020,47.25,-111.25,2.12,3.41,5.22,7.03,8.2,8.67,8.35,6.92,5.06,3.73,2.37,1.77,5.24
CLRSKY_SFC_SW_DWN,2020,47.25,-111.75,2.12,3.41,5.22,7.03,8.2,8.67,8.35,6.92,5.06,3.73,2.37,1.77,5.24
CLRSKY_SFC_SW_DWN,2020,47.75,-104.25,2.1,3.44,5.13,6.93,8.07,8.5,8.19,6.83,5.03,3.73,2.36,1.76,5.17
CLRSKY_SFC_SW_DWN,2020,47.75,-104.75,2.1,3.44,5.13,6.93,8.07,8.5,8.19,6.83,5.03,3.73,2.36,1.76,5.17
CLRSKY_SFC_SW_DWN,2020,47.75,-105.25,2.1,3.44,5.13,6.93,8.07,8.5,8.19,6.83,5.03,3.73,2.36,1.76,5.17
CLRSKY_SFC_SW_DWN,2020,47.75,-105.75,2.1,3.44,5.13,6.93,8.07,8.5,8.19,6.83,5.03,3.73,2.36,1.76,5.17
CLRSKY_SFC_SW_DWN,2020,47.75,-106.25,2.1,3.41,5.15,6.94,8.07,8.52,8.2,6.8,5.01,3.7,2.35,1.75,5.17
CLRSKY_SFC_SW_DWN,2020,47.75,-106.75,2.1,3.41,5.15,6.94,8.07,8.52,8.2,6.8,5.01,3.7,2.35,1.75,5.17
CLRSKY_SFC_SW_DWN,2020,47.75,-107.25,2.1,3.41,5.15,6.94,8.07,8.52,8.2,6.8,5.01,3.7,2.35,1.75,5.17
CLRSKY_SFC_SW_DWN,2020,47.75,-107.75,2.1,3.41,5.15,6.94,8.07,8.52,8.2,6.8,5.01,3.7,2.35,1.75,5.17
CLRSKY_SFC_SW_DWN,2020,47.75,-108.25,2.13,3.43,5.19,6.99,8.11,8.58,8.25,6.84,5.02,3.71,2.37,1.77,5.2
CLRSKY_SFC_SW_DWN,2020,47.75,-108.75,2.13,3.43,5.19,6.99,8.11,8.58,8.25,6.84,5.02,3.71,2.37,1.77,5.2
CLRSKY_SFC_SW_DWN,2020,47.75,-109.25,2.13,3.43,5.19,6.99,8.11,8.58,8.25,6.84,5.02,3.71,2.37,1.77,5.2
CLRSKY_SFC_SW_DWN,2020,47.75,-109.75,2.13,3.43,5.19,6.99,8.11,8.58,8.25,6.84,5.02,3.71,2.37,1.77,5.2
CLRSKY_SFC_SW_DWN,2020,47.75,-110.25,2.12,3.41,5.22,7.03,8.2,8.67,8.35,6.92,5.06,3.73,2.37,1.77,5.24
CLRSKY_SFC_SW_DWN,2020,47.75,-110.75,2.12,3.41,5.22,7.03,8.2,8.67,8.35,6.92,5.06,3.73,2.37,1.77,5.24
CLRSKY_SFC_SW_DWN,2020,47.75,-111.25,2.12,3.41,5.22,7.03,8.2,8.67,8.35,6.92,5.06,3.73,2.37,1.77,5.24
CLRSKY_SFC_SW_DWN,2020,47.75,-111.75,2.12,3.41,5.22,7.03,8.2,8.67,8.35,6.92,5.06,3.73,2.37,1.77,5.24
CLRSKY_SFC_SW_DWN,2020,48.25,-104.25,2.02,3.34,5.06,6.85,8.05,8.45,8.1,6.84,4.91,3.61,2.21,1.62,5.09
CLRSKY_SFC_SW_DWN,2020,48.25,-104.75,2.02,3.34,5.06,6.85,8.05,8.45,8.1,6.84,4.91,3.61,2.21,1.62,5.09
CLRSKY_SFC_SW_DWN,2020,48.25,-105.25,2.02,3.34,5.06,6.85,8.05,8.45,8.1,6.84,4.91,3.61,2.21,1.62,5.09
CLRSKY_SFC_SW_DWN,2020,48.25,-105.75,2.02,3.34,5.06,6.85,8.05,8.45,8.1,6.84,4.91,3.61,2.21,1.62,5.09
CLRSKY_SFC_SW_DWN,2020,48.25,-106.25,2.01,3.33,5.12,6.86,8.05,8.48,8.14,6.88,4.89,3.59,2.22,1.64,5.11
CLRSKY_SFC_SW_DWN,2020,48.25,-106.75,2.01,3.33,5.12,6.86,8.05,8.48,8.14,6.88,4.89,3.59,2.22,1.64,5.11
CLRSKY_SFC_SW_DWN,2020,48.25,-107.25,2.01,3.33,5.12,6.86,8.05,8.48,8.14,6.88,4.89,3.59,2.22,1.64,5.11
CLRSKY_SFC_SW_DWN,2020,48.25,-107.75,2.01,3.33,5.12,6.86,8.05,8.48,8.14,6.88,4.89,3.59,2.22,1.64,5.11
CLRSKY_SFC_SW_DWN,2020,48.25,-108.25,2,3.3,5.12,6.87,8.06,8.52,8.2,6.92,4.88,3.57,2.23,1.65,5.12
CLRSKY_SFC_SW_DWN,2020,48.25,-108.75,2,3.3,5.12,6.87,8.06,8.52,8.2,6.92,4.88,3.57,2.23,1.65,5.12
CLRSKY_SFC_SW_DWN,2020,48.25,-109.25,2,3.3,5.12,6.87,8.06,8.52,8.2,6.92,4.88,3.57,2.23,1.65,5.12
CLRSKY_SFC_SW_DWN,2020,48.25,-109.75,2,3.3,5.12,6.87,8.06,8.52,8.2,6.92,4.88,3.57,2.23,1.65,5.12
CLRSKY_SFC_SW_DWN,2020,48.25,-110.25,1.98,3.26,5.11,6.87,8.1,8.56,8.27,6.97,4.88,3.57,2.23,1.63,5.12
CLRSKY_SFC_SW_DWN,2020,48.25,-110.75,1.98,3.26,5.11,6.87,8.1,8.56,8.27,6.97,4.88,3.57,2.23,1.63,5.12
CLRSKY_SFC_SW_DWN,2020,48.25,-111.25,1.98,3.26,5.11,6.87,8.1,8.56,8.27,6.97,4.88,3.57,2.23,1.63,5.12
CLRSKY_SFC_SW_DWN,2020,48.25,-111.75,1.98,3.26,5.11,6.87,8.1,8.56,8.27,6.97,4.88,3.57,2.23,1.63,5.12
CLRSKY_SFC_SW_DWN,2020,48.75,-104.25,2.02,3.34,5.06,6.85,8.05,8.45,8.1,6.84,4.91,3.61,2.21,1.62,5.09
CLRSKY_SFC_SW_DWN,2020,48.75,-104.75,2.02,3.34,5.06,6.85,8.05,8.45,8.1,6.84,4.91,3.61,2.21,1.62,5.09
CLRSKY_SFC_SW_DWN,2020,48.75,-105.25,2.02,3.34,5.06,6.85,8.05,8.45,8.1,6.84,4.91,3.61,2.21,1.62,5.09
CLRSKY_SFC_SW_DWN,2020,48.75,-105.75,2.02,3.34,5.06,6.85,8.05,8.45,8.1,6.84,4.91,3.61,2.21,1.62,5.09
CLRSKY_SFC_SW_DWN,2020,48.75,-106.25,2.01,3.33,5.12,6.86,8.05,8.48,8.14,6.88,4.89,3.59,2.22,1.64,5.11
CLRSKY_SFC_SW_DWN,2020,48.75,-106.75,2.01,3.33,5.12,6.86,8.05,8.48,8.14,6.88,4.89,3.59,2.22,1.64,5.11
CLRSKY_SFC_SW_DWN,2020,48.75,-107.25,2.01,3.33,5.12,6.86,8.05,8.48,8.14,6.88,4.89,3.59,2.22,1.64,5.11
CLRSKY_SFC_SW_DWN,2020,48.75,-107.75,2.01,3.33,5.12,6.86,8.05,8.48,8.14,6.88,4.89,3.59,2.22,1.64,5.11
CLRSKY_SFC_SW_DWN,2020,48.75,-108.25,2,3.3,5.12,6.87,8.06,8.52,8.2,6.92,4.88,3.57,2.23,1.65,5.12
CLRSKY_SFC_SW_DWN,2020,48.75,-108.75,2,3.3,5.12,6.87,8.06,8.52,8.2,6.92,4.88,3.57,2.23,1.65,5.12
CLRSKY_SFC_SW_DWN,2020,48.75,-109.25,2,3.3,5.12,6.87,8.06,8.52,8.2,6.92,4.88,3.57,2.23,1.65,5.12
CLRSKY_SFC_SW_DWN,2020,48.75,-109.75,2,3.3,5.12,6.87,8.06,8.52,8.2,6.92,4.88,3.57,2.23,1.65,5.12
CLRSKY_SFC_SW_DWN,2020,48.75,-110.25,1.98,3.26,5.11,6.87,8.1,8.56,8.27,6.97,4.88,3.57,2.23,1.63,5.12
CLRSKY_SFC_SW_DWN,2020,48.75,-110.75,1.98,3.26,5.11,6.87,8.1,8.56,8.27,6.97,4.88,3.57,2.23,1.63,5.12
CLRSKY_SFC_SW_DWN,2020,48.75,-111.25,1.98,3.26,5.11,6.87,8.1,8.56,8.27,6.97,4.88,3.57,2.23,1.63,5.12
CLRSKY_SFC_SW_DWN,2020,48.75,-111.75,1.98,3.26,5.11,6.87,8.1,8.56,8.27,6.97,4.88,3.57,2.23,1.63,5.12
